dm_1,lai_2,foto_2,lai_1,temp_1,lai_3,lai_4,foto_1,mikro_1,meldug_4,straaling_1,straaling_3,dm_4,nedboer_3,middel_2,temp_3,dm_2,nedboer_1,meldug_1,middel_1,mikro_3,lai_0,dm_3,meldug_2,nedboer_2,straaling_4,temp_4,foto_3,udbytte,mikro_2,middel_3,temp_2,meldug_3,straaling_2,foto_4
13,0,0,2,0,0,0,9,2,6,1,1,7,2,3,1,9,2,7,3,3,3,5,7,2,1,2,0,11,2,0,0,7,0,4
12,2,7,2,2,1,0,9,3,0,1,0,30,0,3,2,21,2,4,0,0,0,31,0,1,2,0,8,48,1,2,1,0,0,3
8,4,12,4,2,3,1,6,0,0,2,1,48,1,2,1,25,0,6,1,2,1,44,0,1,1,0,15,65,3,3,1,0,1,8
6,2,10,2,2,1,0,6,0,0,0,0,21,0,0,2,21,0,7,2,1,2,24,1,2,1,0,6,39,3,3,0,0,1,1
18,5,12,6,0,3,1,12,2,0,1,1,53,1,3,1,34,1,1,2,1,2,51,0,1,1,0,14,69,2,2,0,0,1,8
20,6,11,6,2,4,1,14,0,0,3,1,65,0,0,1,35,0,2,0,0,3,57,0,2,0,1,17,5,3,0,0,0,1,10
23,4,9,4,0,3,1,15,1,0,3,1,62,2,1,2,35,0,2,2,3,1,55,0,0,2,2,16,2,0,3,1,0,1,9
16,4,8,5,0,2,1,12,2,0,0,0,52,0,1,2,25,2,1,0,3,3,43,0,2,1,0,13,69,2,2,0,0,2,11
12,2,8,3,0,1,0,10,0,0,1,1,27,2,3,1,20,0,5,2,2,1,33,2,0,0,2,11,45,1,1,3,6,1,0
13,1,6,2,2,1,0,10,0,0,1,0,20,0,1,1,19,1,7,0,1,3,25,3,2,0,1,7,38,2,2,2,1,0,0
9,2,7,3,3,1,0,8,1,0,0,1,27,2,2,0,15,0,7,0,2,2,33,5,1,1,2,14,45,3,0,0,1,1,1
1,0,4,1,2,0,0,3,0,0,0,0,7,2,2,0,4,1,7,3,3,3,0,7,2,0,0,0,11,2,0,2,4,1,6
17,0,3,5,0,0,0,12,3,8,1,0,12,0,2,1,18,0,3,3,1,3,15,7,2,1,1,1,30,3,3,1,4,0,1
9,2,7,2,0,2,0,8,2,5,0,1,33,1,3,1,16,2,7,1,3,2,42,2,1,1,1,18,50,3,3,3,6,1,0
14,6,11,6,1,4,2,10,0,0,1,1,71,2,0,2,29,0,8,0,3,3,53,1,1,1,0,18,10,0,1,0,0,1,16
18,4,13,5,0,3,1,13,3,0,1,0,72,2,3,0,37,1,1,2,2,2,63,0,1,2,0,19,13,0,1,2,0,1,11
12,5,12,5,1,3,1,10,3,0,0,0,60,1,1,1,28,2,3,2,1,3,49,1,2,1,1,16,1,2,2,1,0,1,10
13,2,8,2,3,1,0,10,1,0,3,0,18,1,1,2,21,0,7,1,3,3,25,6,1,0,1,6,36,1,2,1,0,1,0
15,5,12,6,0,4,1,11,0,0,0,1,65,1,0,2,32,0,8,2,1,4,62,2,1,2,1,21,6,1,1,3,0,1,7
7,6,10,6,0,4,1,6,0,0,2,1,52,2,3,0,19,0,6,1,2,3,47,0,1,2,2,21,68,2,1,0,0,0,8
12,3,9,3,0,2,0,9,2,0,0,1,35,0,0,0,24,1,6,2,1,1,43,0,1,2,0,15,52,0,2,0,0,0,0
13,5,11,5,0,4,2,10,3,0,0,3,70,1,0,1,28,1,2,0,0,2,59,0,1,2,0,22,10,1,0,0,0,1,11
10,6,14,6,0,5,2,8,3,0,2,1,55,0,1,2,29,2,2,2,1,3,48,0,2,2,1,16,71,2,3,2,0,1,10
19,7,9,7,0,5,2,13,2,0,3,1,71,2,2,1,28,2,0,0,3,3,53,0,2,0,1,18,12,3,0,3,0,0,14
13,2,6,3,1,0,0,9,1,2,1,3,19,1,3,0,19,0,7,1,0,3,26,3,2,0,0,8,37,3,2,3,7,0,0
5,4,11,4,3,3,1,5,3,0,2,1,51,2,2,1,20,0,4,2,2,1,41,0,1,2,0,15,67,2,1,0,0,1,10
12,3,10,3,2,2,1,9,0,0,0,0,52,1,1,0,24,0,3,3,1,1,42,8,0,2,1,14,68,1,2,0,1,3,11
10,3,9,3,0,3,1,9,2,0,0,0,46,1,0,1,21,2,2,3,0,0,38,2,0,2,0,13,62,1,2,3,0,1,9
9,3,8,4,0,2,1,7,0,0,2,1,42,1,1,2,18,0,2,0,1,1,34,0,2,2,1,13,59,3,2,3,0,1,8
13,5,14,5,3,4,1,10,3,0,1,0,65,0,0,1,33,0,6,1,0,3,56,0,1,0,0,18,5,3,2,3,0,3,10
15,4,12,4,0,3,1,10,2,0,0,0,61,1,3,2,31,2,1,0,3,1,51,0,0,2,1,16,2,1,0,0,1,1,10
21,6,9,5,1,4,1,14,1,0,3,2,51,0,3,1,31,0,4,1,3,2,46,0,2,2,1,13,67,3,0,0,0,0,8
9,3,8,3,1,2,1,8,3,0,0,1,39,2,1,1,19,2,2,0,2,1,37,1,1,2,1,13,56,1,3,0,0,2,7
18,5,13,6,0,3,1,13,1,0,1,0,63,1,0,0,35,0,8,0,0,3,56,1,2,0,1,17,4,2,1,2,0,1,10
13,4,7,4,0,3,1,10,2,0,1,1,54,1,2,1,22,1,8,2,1,1,47,0,0,2,1,18,70,0,0,1,0,0,8
21,7,11,7,0,5,2,14,2,0,1,0,61,0,0,1,34,2,4,1,1,3,53,0,1,2,2,16,2,3,2,0,0,0,10
13,4,9,4,3,2,1,10,1,0,0,1,45,2,0,1,25,0,2,3,2,2,39,8,0,2,0,12,62,0,3,0,1,0,9
15,6,12,6,3,4,1,11,2,0,0,2,53,1,2,2,31,2,6,0,1,4,48,0,2,2,0,14,69,3,2,0,0,1,8
17,5,14,6,2,4,1,13,2,0,1,0,64,1,1,0,35,2,8,2,2,3,60,0,2,0,1,19,4,3,2,0,0,1,7
16,6,13,6,2,5,2,11,1,0,0,0,71,0,1,1,33,0,1,1,2,3,60,0,2,2,0,21,10,3,1,0,0,3,12
14,6,13,6,1,4,2,10,3,0,0,0,69,1,3,0,33,1,6,1,2,4,55,0,1,0,0,18,8,0,2,0,0,1,12
15,5,12,6,2,4,1,11,0,0,0,1,59,2,3,2,31,0,1,3,3,3,53,0,1,0,1,17,74,0,3,0,0,1,8
8,6,12,6,3,4,1,7,1,0,2,1,63,2,3,1,25,0,1,1,3,3,53,0,1,0,0,20,4,3,1,3,0,1,11
12,6,10,7,1,4,1,9,1,0,0,2,55,2,0,1,24,0,8,3,2,4,47,8,2,1,0,18,71,2,2,1,0,1,10
10,2,8,2,0,1,0,8,0,0,0,1,31,2,3,2,19,0,5,2,3,0,27,4,0,2,0,8,48,0,1,0,2,1,5
16,7,10,7,1,5,2,12,2,0,1,0,78,1,3,1,28,1,4,3,3,4,57,2,0,0,1,20,17,2,0,1,2,0,16
10,5,12,6,0,3,1,9,3,0,0,1,50,2,3,1,28,2,1,2,2,2,47,0,0,2,1,15,66,1,2,0,0,1,8
18,7,11,6,0,5,2,14,0,0,1,1,68,0,3,1,32,1,4,1,1,3,58,0,0,2,0,19,8,2,0,0,0,0,11
10,5,13,4,1,4,1,9,0,0,0,1,66,0,2,1,27,0,1,2,0,2,61,0,1,2,1,23,6,2,2,2,0,0,9
13,5,13,6,0,4,1,10,0,0,0,0,62,0,0,1,31,0,2,2,0,3,54,0,1,0,1,16,2,3,0,3,0,1,10
15,7,13,7,1,5,2,11,3,0,1,2,66,2,3,0,32,1,2,0,2,4,50,0,0,0,0,15,6,1,1,1,0,1,15
19,6,14,6,0,4,1,13,0,0,1,1,73,2,0,1,38,0,8,2,2,3,66,0,2,0,0,21,13,2,2,2,0,1,10
10,4,9,5,2,3,1,8,2,0,2,0,49,2,1,2,21,2,2,0,3,1,40,0,1,2,1,14,66,3,0,3,0,1,10
5,1,4,1,2,0,0,5,2,0,0,0,16,0,1,0,8,2,7,0,0,4,14,4,1,2,1,6,35,3,2,0,0,1,4
16,3,8,3,2,3,1,12,0,0,1,0,53,1,2,0,23,0,5,2,2,3,48,0,1,1,1,19,69,2,2,0,0,0,7
15,6,14,7,3,4,1,10,1,7,1,0,60,2,3,1,33,0,2,3,3,3,54,6,2,2,1,15,1,2,3,1,8,1,9
11,7,13,6,1,5,1,8,1,0,2,1,57,1,3,1,30,0,1,2,3,3,52,0,1,2,1,17,72,3,0,1,0,1,8
14,2,7,2,0,1,0,10,2,0,3,1,26,1,2,2,22,1,7,0,3,3,30,2,0,0,1,9,44,0,3,0,0,0,0
13,4,8,3,0,3,1,10,2,0,0,0,39,2,0,2,19,2,7,1,3,4,40,4,0,2,0,15,56,0,0,1,0,0,5
19,4,8,4,0,3,1,14,2,0,3,0,59,0,3,2,29,2,2,3,3,1,46,4,2,1,1,13,74,2,2,0,4,0,13
15,3,12,3,1,2,0,10,2,0,1,3,55,1,2,1,32,1,5,0,2,1,57,2,2,0,1,18,71,3,1,1,0,3,4
2,0,0,0,0,0,0,4,1,0,1,1,0,0,1,1,0,0,7,1,1,1,0,3,2,2,1,0,0,3,0,0,6,0,1
15,6,9,6,0,4,1,10,1,0,0,1,54,0,1,1,28,0,0,1,1,3,52,0,1,2,2,18,70,2,1,1,0,0,6
16,6,15,6,0,4,1,11,2,0,1,3,62,1,3,1,37,1,0,3,3,3,57,0,1,0,0,17,3,2,3,2,0,1,7
15,6,8,7,3,4,2,10,3,0,0,1,61,1,0,0,24,0,8,2,0,4,49,2,1,1,1,19,2,3,0,0,2,0,12
12,5,10,5,0,3,1,9,2,0,0,1,55,1,3,1,25,2,4,1,0,3,50,0,2,2,2,18,71,2,1,0,0,1,8
7,0,1,1,2,0,0,6,0,0,1,0,3,1,2,1,3,0,7,3,2,1,0,5,0,2,1,0,53,1,1,3,1,0,4
14,6,9,6,3,4,1,11,3,0,1,0,51,0,0,0,24,2,8,2,1,2,48,0,1,2,0,18,68,0,3,0,0,0,7
19,5,12,4,2,3,1,12,0,6,1,0,64,1,3,2,33,1,2,3,1,1,56,1,2,1,1,17,4,3,3,0,2,1,10
19,5,14,4,0,3,1,13,2,0,1,0,57,2,0,1,37,2,2,3,3,1,59,4,1,2,0,16,72,2,0,2,1,1,5
18,6,13,6,0,4,1,12,3,0,1,1,61,0,1,2,36,0,4,1,1,3,57,0,1,2,1,16,2,2,2,1,0,1,9
14,7,11,6,2,5,1,10,0,0,0,0,58,2,0,0,29,0,4,3,3,3,52,4,1,2,0,17,73,3,0,0,1,0,9
18,6,11,6,0,4,1,12,2,0,1,1,69,2,1,1,32,1,1,3,3,3,63,0,0,2,1,21,8,1,2,1,0,1,10
11,3,14,3,0,3,1,8,0,0,0,0,53,1,1,1,31,0,4,0,1,0,49,0,1,2,0,14,69,0,2,2,0,1,7
12,4,9,4,0,2,1,8,2,0,0,0,44,0,2,2,24,1,4,3,1,2,37,4,2,2,0,11,60,3,1,3,0,0,9
3,1,4,1,0,1,0,4,3,0,0,1,13,0,0,2,7,2,7,0,1,3,17,3,0,2,2,9,32,0,1,0,2,0,0
9,3,11,5,0,2,1,8,3,1,0,0,39,2,2,2,23,2,4,3,3,1,35,5,0,2,2,10,56,3,1,0,4,1,6
11,3,9,3,3,2,1,8,3,0,0,1,49,1,1,1,23,1,4,0,0,0,38,0,2,2,1,14,65,3,2,0,0,0,10
18,6,12,5,0,4,1,12,3,0,1,0,64,2,1,1,34,2,6,0,2,2,58,0,2,0,2,17,5,2,3,1,0,1,8
8,2,7,2,3,2,1,7,1,0,0,1,37,1,0,0,15,1,7,0,3,4,34,6,2,2,1,13,54,2,1,2,0,0,6
23,7,12,7,0,4,1,15,3,0,3,0,64,0,3,1,38,2,8,2,0,4,63,0,0,0,1,19,5,1,1,3,0,1,7
18,6,11,6,0,4,1,13,3,0,1,1,59,1,2,0,33,2,6,1,0,3,56,2,2,2,0,18,74,2,3,0,0,0,7
10,0,0,3,0,0,0,8,1,6,0,2,1,1,1,0,7,1,5,3,0,2,6,7,2,2,1,3,31,2,3,0,4,0,0
11,4,9,5,0,3,1,9,0,0,0,1,55,1,1,1,24,0,0,3,3,3,46,0,2,0,2,16,71,2,1,0,0,0,9
11,4,11,4,0,3,1,8,1,0,0,0,61,1,1,0,26,0,3,1,3,1,50,2,1,1,2,18,2,0,2,1,0,1,11
20,7,13,6,0,4,1,14,0,0,1,1,66,2,2,1,37,0,1,1,2,2,59,0,1,0,2,17,6,2,2,0,0,1,9
16,5,9,5,3,4,1,12,3,0,1,1,59,2,3,1,26,1,1,2,2,3,51,0,1,0,2,19,74,2,2,0,0,0,10
20,7,13,6,0,4,1,13,2,0,1,0,70,2,1,0,37,2,4,1,2,3,64,0,1,2,2,20,10,2,2,0,0,1,9
11,2,6,2,0,2,1,8,3,0,1,2,42,0,3,1,17,1,7,2,1,3,35,2,2,2,1,13,59,3,0,1,6,0,8
12,4,12,4,0,2,1,9,2,0,0,2,50,2,0,0,28,0,2,2,3,0,45,0,2,2,1,14,67,3,1,0,0,1,7
4,1,5,1,3,1,1,4,3,0,0,1,34,0,1,0,9,1,7,0,1,3,22,6,1,0,0,11,51,1,1,1,1,0,11
17,4,13,4,0,3,1,11,0,0,1,0,64,2,0,1,36,0,4,1,3,1,55,0,1,1,2,15,4,2,2,0,0,1,11
13,5,10,6,0,3,1,9,2,0,0,0,56,2,1,1,26,1,1,0,3,3,42,0,2,1,1,14,72,3,0,3,0,1,13
19,5,11,5,0,4,1,13,0,0,1,1,64,2,0,1,31,1,5,3,3,3,58,8,2,0,0,19,4,2,0,2,1,0,10
9,2,8,3,2,1,0,8,2,0,0,0,34,1,1,1,17,2,0,3,1,0,33,0,0,0,0,12,51,1,1,0,0,0,5
14,3,10,5,3,1,0,10,3,5,1,1,36,1,3,1,26,2,5,3,1,3,41,7,1,0,1,12,54,3,3,0,7,3,1
13,5,12,5,2,3,1,10,0,0,0,2,54,0,2,2,30,1,0,0,3,3,43,0,1,2,1,13,70,2,1,1,0,0,10
16,6,11,6,0,4,1,12,2,0,1,1,64,0,3,2,29,1,0,3,1,2,54,0,2,0,0,19,4,3,1,3,0,0,11
13,6,11,5,0,4,1,10,2,0,0,0,62,2,3,0,28,2,2,2,2,3,48,0,1,1,0,16,2,2,0,2,0,1,12
12,3,10,4,0,2,1,9,0,0,0,1,55,2,2,0,24,1,4,2,2,1,43,0,1,0,1,15,71,2,3,0,0,1,11
11,3,9,3,1,2,1,9,3,0,0,3,47,1,1,1,22,1,7,2,0,3,43,4,0,0,2,16,63,0,2,0,0,1,7
2,1,6,1,0,1,0,4,0,0,2,1,27,1,1,0,8,0,7,2,2,3,23,1,2,0,1,12,45,2,2,0,0,1,5
15,5,11,5,0,3,1,11,3,0,0,1,62,0,0,0,29,2,2,0,0,2,54,0,0,0,0,18,3,0,0,0,0,0,9
10,2,7,3,1,1,0,8,2,2,2,0,17,0,0,1,17,2,8,3,1,1,23,3,0,0,1,7,35,1,1,0,8,0,0
12,1,9,2,3,1,0,9,3,0,3,3,29,0,2,1,21,0,5,3,1,2,28,7,0,2,1,9,46,0,1,0,1,3,4
11,3,11,3,0,2,1,9,2,0,0,0,51,1,2,0,27,2,4,0,2,0,44,0,1,0,2,14,67,0,3,1,0,3,8
13,3,12,3,1,2,1,9,2,0,1,1,56,0,1,0,30,2,5,0,0,3,54,4,1,2,0,18,72,1,3,0,0,1,7
19,5,9,6,1,3,1,13,3,0,1,0,49,1,0,0,30,2,4,2,2,3,48,0,2,0,0,15,65,2,1,1,0,0,6
14,4,8,4,0,3,1,11,2,0,1,1,57,2,2,1,24,0,6,0,3,1,50,0,2,0,0,19,73,2,2,0,0,2,9
19,4,13,5,0,3,1,12,2,8,0,0,64,2,3,1,36,1,8,1,2,2,54,1,2,1,1,14,4,3,3,0,6,1,11
13,3,7,4,0,2,1,10,2,0,0,1,40,1,0,1,20,2,5,2,3,3,37,2,2,2,0,13,57,2,1,1,0,0,6
12,4,10,4,0,3,1,9,1,0,0,1,56,0,3,0,24,0,3,1,1,1,45,0,2,0,0,17,71,2,0,2,0,1,11
13,5,11,6,0,3,1,9,0,0,0,0,51,1,3,1,27,0,1,2,2,3,46,0,1,2,1,15,67,0,1,0,0,0,8
16,5,12,5,0,3,1,11,0,0,0,1,67,1,3,2,30,0,1,0,3,3,52,0,2,0,0,16,7,3,0,0,0,1,13
17,5,10,6,0,4,1,12,2,0,0,1,60,1,3,0,28,1,2,2,0,4,54,0,1,0,2,19,1,0,3,1,0,0,8
13,5,12,6,0,3,1,10,0,0,0,1,64,2,3,0,29,1,2,3,2,3,53,1,2,0,1,18,4,2,3,0,0,1,11
14,6,11,6,3,4,1,11,3,0,1,1,64,2,2,1,29,2,2,2,2,3,52,0,2,0,0,18,5,3,0,0,0,0,11
18,5,10,6,0,4,1,12,2,0,1,3,64,1,1,2,30,2,6,3,3,3,58,6,1,2,0,19,5,0,0,2,0,0,9
10,3,5,4,0,2,1,8,3,0,0,0,43,2,1,0,15,2,3,3,2,2,30,3,2,2,2,12,60,2,2,1,2,2,11
11,7,12,7,1,6,2,8,1,0,2,0,62,2,2,0,26,0,6,0,3,3,51,2,2,2,0,18,3,3,2,0,0,1,11
10,2,10,3,3,1,0,8,3,0,0,0,33,0,1,1,21,2,2,3,1,0,33,3,1,2,1,11,50,2,1,2,1,1,4
14,3,10,4,1,2,1,10,0,2,0,0,52,0,2,1,26,0,5,3,0,3,45,3,2,0,2,15,68,2,3,1,2,3,9
17,4,11,4,0,3,1,13,3,0,1,0,61,2,3,0,31,2,0,3,2,2,54,0,2,2,0,17,1,2,0,0,0,1,10
15,6,9,6,0,4,1,11,2,0,0,1,53,2,2,0,25,2,4,3,2,3,52,2,1,2,1,19,69,2,2,3,0,0,6
12,5,9,5,0,4,1,10,0,0,0,0,51,1,0,0,23,1,3,1,3,3,46,2,0,2,2,17,67,1,0,1,0,0,7
15,4,9,5,0,3,1,11,0,0,1,1,57,1,1,1,26,0,4,2,3,3,48,0,1,2,0,16,73,0,1,0,0,1,10
12,4,12,4,3,3,1,9,3,0,0,0,50,2,1,1,30,1,1,3,3,1,45,1,0,2,1,13,67,1,1,0,0,1,7
21,6,12,7,1,4,1,14,2,0,1,0,68,1,0,1,38,0,3,0,2,4,57,1,1,0,1,15,8,3,3,1,0,3,12
12,7,14,7,2,4,1,9,2,0,0,0,57,0,1,1,30,2,4,3,1,4,51,6,2,0,2,15,72,2,2,2,0,1,9
10,7,13,6,0,5,2,8,3,0,2,3,70,1,1,1,28,2,0,2,3,3,60,0,2,2,0,22,9,3,1,3,0,1,11
12,4,8,5,0,3,1,9,2,0,0,3,57,2,3,1,20,1,0,2,3,1,49,0,2,0,1,21,73,3,2,1,0,2,10
10,6,12,6,0,3,1,8,1,0,0,1,54,2,3,1,27,0,2,2,3,2,50,0,0,2,1,16,70,0,2,0,0,1,8
15,4,12,4,2,2,1,10,0,0,0,1,61,1,3,0,30,0,5,2,3,3,48,0,1,0,1,15,2,3,3,0,0,1,12
16,5,9,5,1,3,1,11,0,0,1,0,47,2,2,2,25,0,8,2,3,2,44,1,0,1,2,15,63,0,3,1,0,0,7
13,4,10,4,0,2,1,9,2,0,0,1,61,1,2,1,25,2,5,2,1,3,50,2,1,0,1,17,1,2,1,0,0,1,12
21,5,14,6,2,4,1,15,2,0,1,0,61,1,1,0,40,2,8,3,3,3,59,4,0,2,1,15,2,0,2,0,0,3,7
13,4,9,4,2,2,1,10,0,0,0,1,54,1,1,1,24,0,8,2,2,1,50,0,2,0,0,18,70,3,2,1,0,1,7
19,6,11,7,0,4,1,13,3,0,1,1,66,2,2,0,33,1,1,3,3,4,62,4,2,2,1,21,6,2,3,1,0,1,8
11,3,11,4,0,2,1,9,0,0,0,0,52,0,1,1,25,0,8,3,0,2,43,6,1,0,0,15,68,3,0,3,0,3,9
14,5,11,5,0,4,1,11,1,0,0,1,69,0,3,1,27,0,3,2,1,4,62,0,1,0,1,23,9,2,0,0,0,1,9
18,3,9,3,0,2,0,12,1,0,1,0,40,2,2,1,28,1,1,3,3,1,43,4,2,1,1,12,57,2,0,1,0,1,3
8,4,11,4,0,2,0,7,0,0,2,1,32,2,2,1,21,0,2,1,3,1,40,0,0,2,1,14,49,0,3,0,0,1,0
10,4,12,4,0,2,1,8,3,0,0,2,51,2,1,1,28,1,3,2,3,2,41,0,0,2,1,13,67,0,1,0,0,3,10
17,3,9,4,0,2,1,12,2,0,1,0,51,1,1,0,29,1,6,2,2,1,48,0,1,0,2,15,67,0,3,1,0,1,7
14,7,12,7,0,5,2,11,2,0,1,1,60,2,0,1,28,1,0,0,2,4,51,0,0,2,1,18,1,0,2,0,0,0,10
14,6,10,6,0,4,1,11,3,0,0,0,48,1,2,1,27,2,4,1,3,3,46,0,2,0,1,15,65,2,2,1,0,0,6
11,2,9,2,0,1,0,8,2,0,1,2,23,0,2,1,22,1,3,2,2,0,29,0,1,2,1,7,41,3,2,0,0,1,0
25,7,13,7,1,5,1,16,3,0,3,1,74,2,1,0,41,1,0,1,3,4,70,0,1,2,2,20,14,3,1,1,0,1,9
18,4,9,4,0,3,1,12,0,0,1,1,65,1,0,1,28,0,8,2,0,1,55,0,2,2,2,20,5,3,0,1,0,0,10
14,4,12,4,0,3,1,10,0,0,1,1,56,1,3,1,29,0,5,1,3,3,52,1,0,2,2,17,72,0,1,2,1,1,8
9,7,11,7,1,4,1,7,0,0,2,0,48,1,3,1,23,0,4,1,3,3,46,0,1,0,1,17,65,1,2,0,0,0,7
14,3,9,3,0,3,1,10,0,0,1,0,47,0,1,1,25,0,3,0,3,0,41,1,2,0,1,14,63,2,3,3,0,0,8
18,3,9,3,0,2,1,12,1,0,1,1,52,2,3,2,28,1,1,1,3,1,45,0,1,2,2,13,68,0,2,1,0,1,10
21,5,11,6,0,4,1,15,1,0,1,1,67,2,2,1,34,0,1,3,2,3,61,6,1,2,1,21,7,2,2,2,0,1,9
13,4,9,4,3,3,1,9,1,0,1,0,58,1,2,1,24,0,8,1,3,1,48,0,1,0,0,18,73,1,0,1,0,0,10
11,6,11,7,3,4,1,9,1,0,2,0,51,2,2,0,26,0,6,0,3,3,46,1,0,0,2,15,67,0,2,1,0,1,8
17,6,11,6,0,4,1,12,2,0,1,3,67,2,3,1,32,2,1,3,3,3,64,0,2,0,1,23,7,3,1,1,0,1,7
17,7,9,7,0,4,1,12,2,0,1,1,52,1,2,0,28,2,6,1,2,3,52,1,1,0,1,19,68,3,3,0,0,0,5
12,5,11,6,0,4,1,10,0,0,0,1,64,0,1,0,26,0,4,3,0,3,60,4,1,2,0,23,5,2,1,0,0,0,7
11,6,10,6,2,4,1,9,0,0,0,0,51,2,1,1,25,1,1,3,2,3,50,0,2,2,1,18,67,3,2,0,0,0,6
14,4,8,5,3,3,1,11,3,0,1,1,54,2,1,1,24,1,8,1,3,3,50,0,1,2,0,19,70,3,3,3,0,0,8
14,4,7,4,0,3,1,10,0,0,0,3,53,1,0,1,23,0,3,2,3,1,50,0,1,2,1,19,69,2,1,1,0,0,8
17,5,10,5,0,4,1,12,1,0,1,1,54,2,2,2,30,0,3,3,3,3,51,3,1,0,1,17,70,3,0,1,2,1,6
16,5,13,6,0,3,1,11,2,0,0,0,61,2,1,2,35,0,0,2,3,2,55,0,2,2,1,16,2,2,0,0,0,1,8
15,4,12,4,0,2,1,10,2,0,1,1,53,1,2,0,30,2,6,1,0,1,46,0,2,2,2,13,69,2,2,0,0,1,9
17,2,9,4,0,1,0,11,3,4,3,0,35,0,3,0,28,1,5,3,1,3,37,7,2,2,1,8,51,3,1,1,7,1,3
14,1,5,5,0,0,0,10,3,2,0,0,8,0,0,1,17,2,3,3,0,3,10,7,2,0,1,0,22,2,1,1,8,0,2
17,5,11,5,0,3,1,11,0,0,0,0,59,0,0,0,31,0,8,3,3,3,53,8,2,2,1,18,74,3,1,0,4,0,9
14,4,13,4,0,3,1,11,1,0,1,1,57,2,0,0,32,0,1,1,3,1,55,0,1,0,0,17,73,0,2,0,0,1,6
11,6,11,6,1,3,1,9,2,0,0,0,57,1,0,0,25,2,6,0,3,4,50,2,1,0,1,18,72,2,0,2,0,2,9
19,4,9,4,0,3,1,13,3,0,3,0,63,0,1,1,28,2,3,0,1,3,53,6,2,1,2,17,3,3,2,1,1,0,11
21,6,13,6,0,4,1,14,3,0,1,0,60,1,2,1,37,0,2,3,2,3,58,8,2,0,1,16,1,2,1,1,0,1,7
23,3,8,4,0,2,1,15,3,0,3,1,61,2,2,1,32,1,4,2,3,1,51,0,1,0,0,16,2,1,3,3,0,0,12
11,4,9,4,2,3,1,9,2,0,0,0,49,1,1,1,24,2,3,2,3,1,48,0,2,0,1,17,66,3,0,1,0,1,6
14,6,12,6,0,4,2,11,1,0,0,0,66,2,2,0,30,1,4,0,2,3,52,0,0,0,0,17,6,3,3,0,0,1,13
14,4,8,4,0,3,1,10,0,0,0,1,56,2,1,0,21,0,3,1,2,3,43,4,1,1,0,16,71,3,1,0,0,0,13
13,4,12,3,2,3,1,9,2,0,0,1,51,1,1,1,29,1,5,2,3,4,48,0,1,2,1,14,67,0,3,1,0,1,7
10,6,12,6,0,4,1,8,1,0,2,0,50,2,2,2,25,0,0,1,3,3,47,0,2,0,0,17,66,3,1,0,0,0,7
17,2,8,4,2,0,0,12,2,6,0,1,31,1,3,0,27,2,5,3,0,3,31,5,2,0,1,5,48,3,0,0,7,0,4
16,4,11,5,0,3,1,11,2,0,1,0,61,1,2,1,29,1,8,3,3,3,53,8,2,1,2,17,2,2,3,1,0,1,10
10,1,5,4,0,0,0,7,1,0,2,1,6,1,0,1,12,1,3,3,1,2,8,7,1,0,1,0,75,2,0,1,2,0,2
10,4,11,4,3,3,1,8,3,0,0,1,57,2,1,1,24,2,4,1,2,1,50,1,1,2,1,19,73,1,1,1,0,1,10
16,3,13,3,2,2,1,12,2,0,1,1,58,2,3,0,35,2,8,1,2,0,57,1,1,2,1,17,74,2,0,0,2,1,6
19,5,12,5,0,4,1,13,2,0,1,1,60,2,1,0,35,1,1,2,3,3,56,0,1,0,0,17,1,2,1,1,0,1,7
20,4,9,4,0,3,1,13,2,0,1,1,53,0,1,2,32,2,3,1,1,1,51,0,0,1,1,16,69,0,1,0,0,0,7
14,7,13,6,3,4,1,10,1,0,0,1,63,1,1,0,32,0,8,1,0,4,56,2,1,0,0,18,3,2,1,0,0,1,10
16,6,15,7,0,4,1,11,3,1,0,0,69,1,2,1,38,0,6,0,1,3,61,6,2,2,2,17,9,2,3,1,0,3,9
14,5,8,6,1,4,1,10,2,5,0,0,54,2,3,2,25,2,4,3,3,3,52,4,2,2,1,18,70,2,3,1,6,0,7
19,4,10,5,0,3,1,13,1,0,3,1,59,1,2,2,30,0,5,0,1,3,53,6,1,0,1,17,74,3,2,1,2,1,9
12,6,10,6,0,3,1,9,2,0,0,1,62,2,1,0,25,0,3,1,2,4,53,1,1,0,1,20,3,2,3,1,0,0,10
13,3,8,3,2,3,1,9,0,0,0,1,58,1,0,0,21,0,5,1,2,3,50,1,0,2,2,20,73,1,3,1,0,1,9
17,6,14,6,3,4,2,11,1,1,0,1,70,1,3,1,35,1,1,3,2,3,56,2,1,1,2,17,10,0,3,2,2,1,13
19,7,15,6,0,5,2,13,2,0,1,1,82,2,2,2,40,2,6,3,3,2,69,4,1,0,2,21,20,3,1,0,0,1,12
14,6,11,6,1,4,1,10,0,0,0,1,64,1,1,1,30,0,8,0,3,3,60,4,1,0,2,21,4,2,3,2,0,0,8
7,3,10,3,0,3,1,7,3,0,2,3,49,2,0,1,22,2,2,1,3,0,50,0,2,2,1,21,66,3,3,0,0,1,5
3,1,5,1,0,0,0,4,0,0,0,0,0,2,3,0,7,1,7,0,2,0,4,6,2,0,0,1,0,3,1,0,6,1,0
5,2,8,2,2,1,0,6,2,0,0,1,17,2,0,1,15,2,8,1,3,0,25,0,1,0,0,10,35,2,2,0,0,0,0
